Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
15;2011;3978;Roberts, Andre;WR;ari;h;cle;15.7;5200
15;2011;3581;Washington, Nate;WR;ten;a;ind;15.7;6100
15;2011;3997;Thomas, Demaryius;WR;den;h;nwe;15.1;5500
15;2011;5091;Green, A.J.;WR;cin;a;stl;14.5;6900
15;2011;3627;Marshall, Brandon;WR;mia;a;buf;13.9;6900
15;2011;3610;Austin, Miles;WR;dal;a;tam;13.8;6600
15;2011;3602;Colston, Marques;WR;nor;a;min;13.1;7200
15;2011;3781;Hawkins, Lavelle;WR;ten;a;ind;12.8;4900
15;2011;5088;Alexander, Danario;WR;stl;h;cin;12.7;4500
15;2011;3891;Bryant, Dez;WR;dal;a;tam;12;7400
15;2011;3497;Cotchery, Jerricho;WR;pit;a;sfo;11.8;4900
15;2011;3349;Gaffney, Jabar;WR;was;a;nyg;11.5;6100
15;2011;5072;West, Chastin;WR;jac;a;atl;11.3;4500
15;2011;3889;Briscoe, Dezmon;WR;tam;h;dal;11.1;5200
15;2011;3300;Moss, Santana;WR;was;a;nyg;11;6400
15;2011;5121;Young, Titus;WR;det;a;oak;11;5500
15;2011;3303;Wayne, Reggie;WR;ind;h;ten;10.8;6600
15;2011;3550;Jackson, Vincent;WR;sdg;h;bal;10.8;7200
15;2011;3737;Johnson, Steve;WR;buf;h;mia;10.7;6900
15;2011;3685;Robinson, Laurent;WR;dal;a;tam;10.4;6700
15;2011;3586;Holmes, Santonio;WR;nyj;a;phi;10;6400
15;2011;3867;Nicks, Hakeem;WR;nyg;h;was;9.8;8300
15;2011;3314;Ochocinco, Chad;WR;nwe;a;den;9.8;4500
15;2011;3696;Breaston, Steve;WR;kan;h;gnb;9.5;5700
15;2011;3809;Wallace, Mike;WR;pit;a;sfo;9.1;7800
15;2011;3967;Nelson, David;WR;buf;h;mia;9;5200
15;2011;3820;Murphy, Louis;WR;oak;h;det;8.9;4900
15;2011;3858;Hartline, Brian;WR;mia;a;buf;8.4;5000
15;2011;3474;Brown, Antonio;WR;pit;a;sfo;8.4;6900
15;2011;3995;Tate, Golden;WR;sea;a;chi;8.3;4900
15;2011;3312;Houshmandzadeh, T.J.;WR;oak;h;det;8.2;4700
15;2011;3589;Hagan, Derek;WR;buf;h;mia;8.2;4500
15;2011;3501;Fitzgerald, Larry;WR;ari;h;cle;8;7800
15;2011;5125;Cobb, Randall;WR;gnb;a;kan;7.7;4500
15;2011;3058;Driver, Donald;WR;gnb;a;kan;7.7;5300
15;2011;3241;Burress, Plaxico;WR;nyj;a;phi;7.4;5500
15;2011;3830;Maclin, Jeremy;WR;phi;h;nyj;7.2;6600
15;2011;3762;Manningham, Mario;WR;nyg;h;was;7.2;6400
15;2011;3900;Cruz, Victor;WR;nyg;h;was;6.9;7400
15;2011;3661;Bowe, Dwayne;WR;kan;h;gnb;6.9;6900
15;2011;3444;Lloyd, Brandon;WR;stl;h;cin;6.7;6900
15;2011;3423;Boldin, Anquan;WR;bal;a;sdg;6.1;6400
15;2011;3529;Welker, Wes;WR;nwe;a;den;6.1;8400
15;2011;5124;Pettis, Austin;WR;stl;h;cin;5.8;4700
15;2011;3808;Massaquoi, Mohamed;WR;cle;a;ari;5.7;4700
15;2011;3872;Crabtree, Michael;WR;sfo;h;pit;5.5;6300
15;2011;3628;Martin, Ruvell;WR;buf;h;mia;5.5;4500
15;2011;5076;Williams, Kyle;WR;sfo;h;pit;5.3;5000
15;2011;3729;Doucet, Early;WR;ari;h;cle;5.2;5500
15;2011;3973;Price, Taylor;WR;jac;a;atl;4.9;0
15;2011;3630;Obomanu, Ben;WR;sea;a;chi;4.8;4900
15;2011;3348;Stallworth, Donte';WR;was;a;nyg;4.5;4900
15;2011;3573;Williams, Mike;WR;sea;a;chi;4.1;4700
15;2011;3609;Aromashodu, Devin;WR;min;h;nor;3.9;5000
15;2011;3751;Nelson, Jordy;WR;gnb;a;kan;3.9;7200
15;2011;3770;Jackson, DeSean;WR;phi;h;nyj;3.8;6900
15;2011;3681;Meachem, Robert;WR;nor;a;min;3.6;5200
15;2011;5137;Sanzenbacher, Dane;WR;chi;h;sea;3.6;4500
15;2011;3828;Norwood, Jordan;WR;cle;a;ari;3.6;4700
15;2011;3458;Walter, Kevin;WR;hou;h;car;3.6;5200
15;2011;5109;Moore, Denarius;WR;oak;h;det;3.6;5000
15;2011;3439;Johnson, Bryant;WR;hou;h;car;3.3;4500
15;2011;3533;Copper, Terrance;WR;kan;h;gnb;3;4500
15;2011;2656;Logan, Stefan;WR;det;a;oak;2.9;4500
15;2011;3678;Jones, Jacoby;WR;hou;h;car;2.9;5000
15;2011;3846;Butler, Deon;WR;sea;a;chi;2.9;4500
15;2011;3902;Decker, Eric;WR;den;h;nwe;2.7;5500
15;2011;3679;Jones, James;WR;gnb;a;kan;2.7;5800
15;2011;5111;Kerley, Jeremy;WR;nyj;a;phi;2.6;4700
15;2011;3682;Naanee, Legedu;WR;car;a;hou;2.6;4900
15;2011;3670;Ginn Jr., Ted;WR;sfo;h;pit;2.5;4700
15;2011;5074;Williams, Damian;WR;ten;a;ind;2.5;5200
15;2011;3742;Bennett, Earl;WR;chi;h;sea;2.5;4900
15;2011;3768;Schilens, Chaz;WR;oak;h;det;2.4;4900
15;2011;3744;Simpson, Jerome;WR;cin;a;stl;2.4;5200
15;2011;3898;Cooper, Riley;WR;phi;h;nyj;2.3;5200
15;2011;5140;Hawkins, Andrew;WR;cin;a;stl;2.3;4700
15;2011;3802;Harvin, Percy;WR;min;h;nor;2.2;7500
15;2011;5119;Baldwin, Jon;WR;kan;h;gnb;2.2;4600
15;2011;3754;Garcon, Pierre;WR;ind;h;ten;2.2;6600
15;2011;1261;Smith, Brad;WR;buf;h;mia;2;4900
15;2011;3727;Willis, Matt;WR;den;h;nwe;2;4900
15;2011;5123;Brown, Vincent;WR;sdg;h;bal;1.8;4900
15;2011;5136;Baldwin, Doug;WR;sea;a;chi;1.8;5200
15;2011;3787;Underwood, Tiquan;WR;nwe;a;den;1.8;4500
15;2011;3731;Douglas, Harry;WR;atl;h;jac;1.7;5000
15;2011;5143;Arceneaux, Emmanuel;WR;min;h;nor;1.5;0
15;2011;3752;Swain, Brett;WR;sfo;h;pit;1.4;4500
15;2011;3527;Williams, Roy;WR;chi;h;sea;1.4;4900
15;2011;3865;Armstrong, Anthony;WR;was;a;nyg;1.4;4900
15;2011;3826;Edelman, Julian;WR;nwe;a;den;1.2;4500
15;2011;3689;Stuckey, Chansi;WR;ari;h;cle;1.2;4500
15;2011;5126;Whalen, Ryan;WR;cin;a;stl;1.2;4500
15;2011;3654;Spurlock, Micheal;WR;tam;h;dal;1.1;4500
15;2011;3799;Barden, Ramses;WR;nyg;h;was;1.1;4500
15;2011;3615;Camarillo, Greg;WR;min;h;nor;1;4500
15;2011;3876;Ogletree, Kevin;WR;dal;a;tam;0.9;4600
15;2011;3758;Bess, Davone;WR;mia;a;buf;0.9;5200
15;2011;3506;Henderson, Devery;WR;nor;a;min;0.9;4500
15;2011;3577;Cribbs, Joshua;WR;cle;a;ari;0.8;4900
15;2011;5110;Paul, Niles;WR;was;a;nyg;0.7;4500
15;2011;3907;Edwards, Armanti;WR;car;a;hou;0.44;4500
15;2011;3831;Dillard, Jarett;WR;jac;a;atl;0.2;4900
15;2011;3949;Mariani, Marc;WR;ten;a;ind;0;4500
15;2011;3592;Stovall, Maurice;WR;det;a;oak;0;4500
15;2011;3976;Reed, David;WR;bal;a;sdg;0;4500
15;2011;3957;Meier, Kerry;WR;atl;h;jac;0;4500
15;2011;3804;Turner, Patrick;WR;nyj;a;phi;0;4500
15;2011;5100;Maehl, Jeff;WR;hou;h;car;0;4500
15;2011;5112;Pilares, Kealoha;WR;car;a;hou;0;4500
15;2011;3863;Collie, Austin;WR;ind;h;ten;0;5300
15;2011;5107;Gates, Edmond;WR;mia;a;buf;0;4500
15;2011;3498;Crayton, Patrick;WR;sdg;h;bal;0;4900
15;2011;3611;Avant, Jason;WR;phi;h;nyj;0;5200
15;2011;3782;Thomas, Devin;WR;nyg;h;was;0;4500
15;2011;5078;Williams, Mike;WR;tam;h;dal;0;6300
15;2011;3748;Royal, Eddie;WR;den;h;nwe;0;4900
15;2011;3732;Weems, Eric;WR;atl;h;jac;0;4500
15;2011;3597;Davis, Rashied;WR;det;a;oak;0;4500
15;2011;3969;Parker, Preston;WR;tam;h;dal;0;5000
15;2011;3925;Hall, Chad;WR;phi;h;nyj;0;4500
15;2011;3671;Gonzalez, Anthony;WR;ind;h;ten;0;4500
15;2011;3565;Roby, Courtney;WR;nor;a;min;0;4500
15;2011;3959;Mitchell, Carlton;WR;cle;a;ari;0;4500
15;2011;3946;LaFell, Brandon;WR;car;a;hou;0;4900
15;2011;3862;Gibson, Brandon;WR;stl;h;cin;0;4900
15;2011;3215;Ward, Hines;WR;pit;a;sfo;0;4900
15;2011;3860;Tate, Brandon;WR;cin;a;stl;0;4500
15;2011;3934;Holley, Jesse;WR;dal;a;tam;0;4600
15;2011;3880;Austin, Terrence;WR;was;a;nyg;0;4500
15;2011;3958;Miller, Nick;WR;stl;h;cin;0;4600
15;2011;3829;Knox, Johnny;WR;chi;h;sea;0;6300
15;2011;3915;Goodman, Richard;WR;sdg;h;bal;0;4500
15;2011;3901;Curry, Dominique;WR;stl;h;cin;0;4500
15;2011;3760;Slater, Matthew;WR;nwe;a;den;0;4500
15;2011;3478;Osgood, Kassim;WR;jac;a;atl;0;4500
15;2011;3500;Evans, Lee;WR;bal;a;sdg;0;4900
15;2011;3882;Banks, Brandon;WR;was;a;nyg;0;4700
15;2011;3593;Hester, Devin;WR;chi;h;sea;0;4900
15;2011;5122;Jernigan, Jerrel;WR;nyg;h;was;0;4500
15;2011;3801;Cosby, Quan;WR;den;h;nwe;-2;4500
15;2011;4498;Hernandez, Aaron;TE;nwe;a;den;25;6600
15;2011;4363;Celek, Brent;TE;phi;h;nyj;24.1;5200
15;2011;4323;Davis, Vernon;TE;sfo;h;pit;16.2;5800
15;2011;4492;Graham, Jimmy;TE;nor;a;min;14.5;7200
15;2011;4437;Cook, Jared;TE;ten;a;ind;12.8;4700
15;2011;4482;Dickson, Ed;TE;bal;a;sdg;11.1;5000
15;2011;4311;Miller, Heath;TE;pit;a;sfo;10.7;4900
15;2011;4211;Shockey, Jeremy;TE;car;a;hou;10.5;4900
15;2011;4177;Heap, Todd;TE;ari;h;cle;10.4;4500
15;2011;4327;Fasano, Anthony;TE;mia;a;buf;9.8;5200
15;2011;4410;Finley, Jermichael;TE;gnb;a;kan;9.8;6100
15;2011;4262;Witten, Jason;TE;dal;a;tam;9.7;6400
15;2011;4420;Keller, Dustin;TE;nyj;a;phi;8.8;5300
15;2011;4325;Pope, Leonard;TE;kan;h;gnb;8.2;4500
15;2011;4294;Winslow, Kellen;TE;tam;h;dal;7.7;5500
15;2011;4475;Brockel, Richie;TE;car;a;hou;7.6;4500
15;2011;4462;Pettigrew, Brandon;TE;det;a;oak;7.4;5300
15;2011;4494;Gronkowski, Rob;TE;nwe;a;den;7.3;8100
15;2011;4237;Gilmore, John;TE;nor;a;min;6.7;4500
15;2011;4375;Boss, Kevin;TE;oak;h;det;6.2;4900
15;2011;4324;Lewis, Marcedes;TE;jac;a;atl;4.5;4900
15;2011;4367;Miller, Zach;TE;sea;a;chi;4.3;4700
15;2011;4270;Gates, Antonio;TE;sdg;h;bal;4.1;7700
15;2011;4516;Pitta, Dennis;TE;bal;a;sdg;4;4900
15;2011;4335;Daniels, Owen;TE;hou;h;car;3.9;5500
15;2011;4407;Bennett, Martellus;TE;dal;a;tam;3.8;4500
15;2011;4458;Pascoe, Bear;TE;nyg;h;was;3.6;4500
15;2011;4538;Kendricks, Lance;TE;stl;h;cin;3.4;4600
15;2011;4493;Gresham, Jermaine;TE;cin;a;stl;3.1;5500
15;2011;4145;Becht, Anthony;TE;kan;h;gnb;3;4500
15;2011;4495;Harbor, Clay;TE;phi;h;nyj;3;4500
15;2011;4340;King, Jeff;TE;ari;h;cle;2.9;4500
15;2011;4306;Dreessen, Joel;TE;hou;h;car;2.9;5200
15;2011;4469;Cloherty, Colin;TE;jac;a;atl;2.6;4500
15;2011;4456;Morrah, Cameron;TE;sea;a;chi;2.6;4500
15;2011;4537;Rudolph, Kyle;TE;min;h;nor;2.5;4700
15;2011;4368;Olsen, Greg;TE;car;a;hou;2.5;5300
15;2011;4533;Cameron, Jordan;TE;cle;a;ari;2.3;4500
15;2011;3881;Ballard, Jake;TE;nyg;h;was;2;5300
15;2011;4051;Gonzalez, Tony;TE;atl;h;jac;1.9;6700
15;2011;4223;McMichael, Randy;TE;sdg;h;bal;1.9;4500
15;2011;4403;Davis, Kellen;TE;chi;h;sea;1.5;4900
15;2011;4513;Paulsen, Logan;TE;was;a;nyg;1.4;4500
15;2011;4314;Smith, Alex;TE;cle;a;ari;1.4;4500
15;2011;4424;Stevens, Craig;TE;ten;a;ind;1.4;4500
15;2011;4548;Pianalto, Zack;TE;tam;h;dal;1.2;4500
15;2011;4544;Cochart, Colin;TE;cin;a;stl;1.1;4500
15;2011;4485;Eldridge, Brody;TE;ind;h;ten;0.9;4500
15;2011;4328;Scheffler, Tony;TE;det;a;oak;0.9;4900
15;2011;4532;Stocker, Luke;TE;tam;h;dal;0.9;4500
15;2011;4411;Tamme, Jacob;TE;ind;h;ten;0.8;5200
15;2011;4138;Zelenka, Joe;TE;atl;h;jac;0;4500
15;2011;4391;Harris, Clark;TE;cin;a;stl;0;4500
15;2011;4480;Crabtree, Tom;TE;gnb;a;kan;0;4500
15;2011;4212;Graham, Daniel;TE;ten;a;ind;0;4500
15;2011;4171;Leach, Mike;TE;ari;h;cle;0;4500
15;2011;4186;Snow, Justin;TE;ind;h;ten;0;4500
15;2011;4431;Mulligan, Matthew;TE;nyj;a;phi;0;4500
15;2011;4293;Wilson, Kris;TE;bal;a;sdg;0;4500
15;2011;4319;Spach, Stephen;TE;stl;h;cin;0;4500
15;2011;4371;Spaeth, Matt;TE;chi;h;sea;0;4500
15;2011;4468;Potter, Zach;TE;jac;a;atl;0;4500
15;2011;4443;Moore, Evan;TE;cle;a;ari;0;4900
15;2011;4360;Walker, Delanie;TE;sfo;h;pit;0;4900
15;2011;4337;Fells, Daniel;TE;den;h;nwe;0;4500
15;2011;2838;Taylor, Ryan;TE;gnb;a;kan;0;4700
15;2011;4433;Phillips, John;TE;dal;a;tam;0;4700
15;2011;5098;Ausberry, David;TE;oak;h;det;0;4500
15;2011;4370;Rosario, Dante;TE;den;h;nwe;0;4500
15;2011;4527;Saunders, Weslye;TE;pit;a;sfo;0;4600
15;2011;4076;Kleinsasser, Jim;TE;min;h;nor;0;4500
15;2011;4271;Heller, Will;TE;det;a;oak;0;4500
15;2011;4542;Green, Virgil;TE;den;h;nwe;0;4500
15;2011;4457;Myers, Brandon;TE;oak;h;det;0;4600
15;2011;4535;Smith, Lee;TE;buf;h;mia;0;4500
15;2011;4467;Sperry, Kory;TE;sdg;h;bal;0;4500
15;2011;4286;Hartsock, Ben;TE;car;a;hou;0;4500
15;2011;4222;Peelle, Justin;TE;sfo;h;pit;0;4500
15;2011;4257;Shiancoe, Visanthe;TE;min;h;nor;0;5200
15;2011;4459;Hill, Anthony;TE;ind;h;ten;0;4500
15;2011;4504;McCoy, Anthony;TE;sea;a;chi;0;4500
15;2011;4252;Lee, Donald;TE;cin;a;stl;0;4500
15;2011;4539;Housler, Rob;TE;ari;h;cle;0;4500
15;2011;4545;Gordon, Richard;TE;oak;h;det;0;4500
15;2011;4155;Jennings, Brian;TE;sfo;h;pit;0;4500
15;2011;4536;Williams, D.J.;TE;gnb;a;kan;0;4500
15;2011;4301;Bajema, Billy;TE;stl;h;cin;0;4500
15;2011;4484;Dray, Jim;TE;ari;h;cle;0;4500
15;2011;4074;Kelly, Reggie;TE;atl;h;jac;0;4500
15;2011;4512;Palmer, Michael;TE;atl;h;jac;0;4700
15;2011;4450;Johnson, David;TE;pit;a;sfo;0;4500
15;2011;6169;Succop, Ryan;PK;kan;h;gnb;14;5000
15;2011;6172;Gano, Graham;PK;was;a;nyg;12;5200
15;2011;6163;Carpenter, Dan;PK;mia;a;buf;12;5200
15;2011;6048;Janikowski, Sebastian;PK;oak;h;det;12;5500
15;2011;6071;Bryant, Matt;PK;atl;h;jac;11;5200
15;2011;6098;Gostkowski, Stephen;PK;nwe;a;den;11;5300
15;2011;6037;Vinatieri, Adam;PK;ind;h;ten;11;5000
15;2011;6095;Novak, Nick;PK;sdg;h;bal;11;5200
15;2011;6028;Longwell, Ryan;PK;min;h;nor;10;5000
15;2011;6093;Nugent, Mike;PK;cin;a;stl;9;5200
15;2011;6094;Bironas, Rob;PK;ten;a;ind;9;5200
15;2011;6199;Henery, Alex;PK;phi;h;nyj;9;5000
15;2011;6062;Feely, Jay;PK;ari;h;cle;8;5000
15;2011;6079;Brown, Josh;PK;stl;h;cin;8;5000
15;2011;6167;Hauschka, Steven;PK;sea;a;chi;8;5000
15;2011;6001;Akers, David;PK;sfo;h;pit;8;5800
15;2011;6194;Bailey, Dan;PK;dal;a;tam;7;5500
15;2011;6049;Rackers, Neil;PK;hou;h;car;7;5200
15;2011;6120;Folk, Nick;PK;nyj;a;phi;7;5200
15;2011;6016;Dawson, Phil;PK;cle;a;ari;6;5000
15;2011;6027;Kasay, John;PK;nor;a;min;6;5200
15;2011;6090;Tynes, Lawrence;PK;nyg;h;was;5;5200
15;2011;6097;Suisham, Shaun;PK;pit;a;sfo;5;5000
15;2011;6100;Rayner, Dave;PK;buf;h;mia;5;5000
15;2011;6159;Prater, Matt;PK;den;h;nwe;5;5300
15;2011;6029;Mare, Olindo;PK;car;a;hou;4;5000
15;2011;6022;Hanson, Jason;PK;det;a;oak;4;5200
15;2011;6096;Gould, Robbie;PK;chi;h;sea;2;5200
15;2011;6088;Scobee, Josh;PK;jac;a;atl;2;5000
15;2011;6104;Crosby, Mason;PK;gnb;a;kan;2;5800
15;2011;6072;Cundiff, Billy;PK;bal;a;sdg;2;5200
15;2011;6166;Barth, Connor;PK;tam;h;dal;1;5000
15;2011;7028;Seattle Defense;Def;sea;a;chi;27;5300
15;2011;7002;Atlanta Defense;Def;atl;h;jac;20;5000
15;2011;7023;Philadelphia Defense;Def;phi;h;nyj;19;5300
15;2011;7027;San Francisco Defense;Def;sfo;h;pit;18;5500
15;2011;7013;Indianapolis Defense;Def;ind;h;ten;17;5000
15;2011;7031;Washington Defense;Def;was;a;nyg;13;5000
15;2011;7005;Carolina Defense;Def;car;a;hou;12;5000
15;2011;7026;San Diego Defense;Def;sdg;h;bal;12;5200
15;2011;7018;New England Defense;Def;nwe;a;den;10;5200
15;2011;7022;Oakland Defense;Def;oak;h;det;9;5000
15;2011;7029;Tampa Bay Defense;Def;tam;h;dal;9;5000
15;2011;7016;Miami Defense;Def;mia;a;buf;9;5200
15;2011;7004;Buffalo Defense;Def;buf;h;mia;7;5200
15;2011;7019;New Orleans Defense;Def;nor;a;min;7;5000
15;2011;7007;Cincinnati Defense;Def;cin;a;stl;7;5200
15;2011;7021;New York J Defense;Def;nyj;a;phi;7;5300
15;2011;7011;Detroit Defense;Def;det;a;oak;7;5200
15;2011;7008;Cleveland Defense;Def;cle;a;ari;7;5000
15;2011;7009;Dallas Defense;Def;dal;a;tam;6;5000
15;2011;7015;Kansas City Defense;Def;kan;h;gnb;5;5000
15;2011;7006;Chicago Defense;Def;chi;h;sea;5;5800
15;2011;7001;Arizona Defense;Def;ari;h;cle;5;5000
15;2011;7020;New York G Defense;Def;nyg;h;was;5;5000
15;2011;7025;St. Louis Defense;Def;stl;h;cin;4;5000
15;2011;7030;Tennessee Defense;Def;ten;a;ind;2;5000
15;2011;7032;Houston Defense;Def;hou;h;car;1;5500
15;2011;7012;Green Bay Defense;Def;gnb;a;kan;1;5500
15;2011;7024;Pittsburgh Defense;Def;pit;a;sfo;1;5800
15;2011;7017;Minnesota Defense;Def;min;h;nor;0;5000
15;2011;7014;Jacksonville Defense;Def;jac;a;atl;-1;5500
15;2011;7003;Baltimore Defense;Def;bal;a;sdg;-1;6000
15;2011;7010;Denver Defense;Def;den;h;nwe;-2;5200
Week;Year;GID;Name;Pos;Team;h/a;Oppt;FD points;FD salary
16;2011;1252;Rodgers, Aaron;QB;gnb;h;chi;33.12;9700
16;2011;1378;Newton, Cam;QB;car;h;tam;31.34;9400
16;2011;1131;Brady, Tom;QB;nwe;h;mia;29.86;9600
16;2011;1340;Stafford, Matthew;QB;det;h;sdg;27.42;8700
16;2011;1151;Brees, Drew;QB;nor;h;atl;27.18;9700
16;2011;5071;Webb, Joe;QB;min;a;was;20.76;5800
16;2011;1155;Vick, Michael;QB;phi;a;dal;20.72;8600
16;2011;1298;Moore, Matt;QB;mia;a;nwe;19.44;6400
16;2011;1403;Dalton, Andy;QB;cin;h;ari;18.96;6400
16;2011;1301;Ryan, Matt;QB;atl;a;nor;18.62;8300
16;2011;1330;Freeman, Josh;QB;tam;a;car;18.36;6600
16;2011;1339;Sanchez, Mark;QB;nyj;h;nyg;17.62;6900
16;2011;1369;Skelton, John;QB;ari;a;cin;17.48;6300
16;2011;1175;McCown, Josh;QB;chi;a;gnb;17.48;5000
16;2011;1202;Grossman, Rex;QB;was;h;min;16.36;6300
16;2011;1060;Hasselbeck, Matt;QB;ten;h;jac;16.2;6000
16;2011;1373;Tebow, Tim;QB;den;a;buf;15.8;8300
16;2011;1302;Flacco, Joe;QB;bal;h;cle;15.28;6800
16;2011;1250;Orton, Kyle;QB;kan;h;oak;14.2;5500
16;2011;1324;McGee, Stephen;QB;dal;h;phi;14.08;5000
16;2011;1231;Rivers, Philip;QB;sdg;a;det;13.96;7900
16;2011;1249;Orlovsky, Dan;QB;ind;h;hou;11.96;5700
16;2011;1225;Manning, Eli;QB;nyg;a;nyj;11.9;7700
16;2011;1207;Palmer, Carson;QB;oak;a;kan;11.48;6900
16;2011;1242;Fitzpatrick, Ryan;QB;buf;h;den;10.04;6700
16;2011;1211;Wallace, Seneca;QB;cle;a;bal;9.38;5400
16;2011;1254;Smith, Alex;QB;sfo;a;sea;9.36;6500
16;2011;1260;Jackson, Tarvaris;QB;sea;h;sfo;8.82;5700
16;2011;1004;Batch, Charlie;QB;pit;h;stl;7.32;5000
16;2011;1381;Gabbert, Blaine;QB;jac;a;ten;7.32;5500
16;2011;1386;Ponder, Christian;QB;min;a;was;4.72;6800
16;2011;1262;Clemens, Kellen;QB;stl;a;pit;4.64;5400
16;2011;1399;Yates, T.J.;QB;hou;a;ind;3.18;6100
16;2011;1140;Redman, Chris;QB;atl;a;nor;2.44;5000
16;2011;1257;Young, Vince;QB;phi;a;dal;0;6100
16;2011;1233;Romo, Tony;QB;dal;h;phi;0;8700
16;2011;1015;Brunell, Mark;QB;nyj;h;nyg;0;5000
16;2011;1334;Daniel, Chase;QB;nor;h;atl;0;5000
16;2011;1358;Kafka, Mike;QB;phi;a;dal;0;5000
16;2011;1239;Anderson, Derek;QB;car;h;tam;-0.1;5000
16;2011;1307;Flynn, Matt;QB;gnb;h;chi;-0.2;5000
16;2011;2696;Foster, Arian;RB;hou;a;ind;24.9;9700
16;2011;2635;Mendenhall, Rashard;RB;pit;h;stl;21.6;7100
16;2011;2500;Williams, DeAngelo;RB;car;h;tam;21.4;6400
16;2011;2502;Jones-Drew, Maurice;RB;jac;a;ten;21.4;9200
16;2011;2608;Rice, Ray;RB;bal;h;cle;21;9600
16;2011;2775;Spiller, C.J.;RB;buf;h;den;20.8;6600
16;2011;2552;Lynch, Marshawn;RB;sea;h;sfo;20.1;8400
16;2011;2622;Smith, Kevin;RB;det;h;sdg;19.1;6200
16;2011;2535;Bradshaw, Ahmad;RB;nyg;a;nyj;18.7;7400
16;2011;2713;Bell, Kahlil;RB;chi;a;gnb;17.9;5300
16;2011;2612;Stewart, Jonathan;RB;car;h;tam;16.4;6400
16;2011;2467;Gore, Frank;RB;sfo;a;sea;16.1;7700
16;2011;2484;Sproles, Darren;RB;nor;h;atl;15.9;7400
16;2011;2844;Royster, Evan;RB;was;h;min;15.7;4600
16;2011;2495;Bush, Reggie;RB;mia;a;nwe;14.9;7700
16;2011;2418;Jackson, Steven;RB;stl;a;pit;13.7;7900
16;2011;3953;McCluster, Dexter;RB;kan;h;oak;12.9;4800
16;2011;2598;Thomas, Pierre;RB;nor;h;atl;12.7;6300
16;2011;2553;Peterson, Adrian;RB;min;a;was;12.2;8700
16;2011;2620;Hillis, Peyton;RB;cle;a;bal;12.2;7300
16;2011;2736;Gerhart, Toby;RB;min;a;was;10.9;6100
16;2011;2677;Redman, Isaac;RB;pit;h;stl;10.5;4800
16;2011;2536;Bush, Michael;RB;oak;a;kan;10.4;8000
16;2011;2434;Turner, Michael;RB;atl;a;nor;9.5;7400
16;2011;2270;Tomlinson, LaDainian;RB;nyj;h;nyg;9.5;5600
16;2011;2709;Greene, Shonn;RB;nyj;h;nyg;9.3;7100
16;2011;2754;Mathews, Ryan;RB;sdg;a;det;8.9;8300
16;2011;2814;Hunter, Kendall;RB;sfo;a;sea;8.9;5100
16;2011;2580;Grant, Ryan;RB;gnb;h;chi;8.8;6000
16;2011;2649;Lumpkin, Kregg;RB;tam;a;car;8.2;4900
16;2011;2848;Madu, Mossis;RB;tam;a;car;8.2;4500
16;2011;2419;Jones, Greg;RB;jac;a;ten;8;4500
16;2011;2189;Williams, Ricky;RB;bal;h;cle;7.6;4800
16;2011;2496;Addai, Joseph;RB;ind;h;hou;7.2;5100
16;2011;4549;Baker, Josh;RB;nyj;h;nyg;7;4500
16;2011;2849;Clay, John;RB;pit;h;stl;7;
16;2011;2647;Tolbert, Mike;RB;sdg;a;det;6.9;6400
16;2011;4543;Clay, Charles;RB;mia;a;nwe;6.6;4800
16;2011;2704;Wells, Beanie;RB;ari;a;cin;6.6;6800
16;2011;2829;Ridley, Stevan;RB;nwe;h;mia;6.4;4600
16;2011;2373;McGahee, Willis;RB;den;a;buf;6.4;6200
16;2011;2472;Jacobs, Brandon;RB;nyg;a;nyj;6;6400
16;2011;2233;Morris, Sammy;RB;dal;h;phi;5.9;4600
16;2011;2705;Brown, Donald;RB;ind;h;hou;5.8;6200
16;2011;2815;Harper, Jamie;RB;ten;h;jac;5.6;4500
16;2011;2601;Battle, Jackie;RB;kan;h;oak;5.6;5100
16;2011;2645;Johnson, Chris;RB;ten;h;jac;5.6;8600
16;2011;2671;Johnson, Jeremiah;RB;den;a;buf;5.2;4500
16;2011;2228;Jones, Thomas;RB;kan;h;oak;5.1;4900
16;2011;2707;McCoy, LeSean;RB;phi;a;dal;5;9900
16;2011;2563;Snelling, Jason;RB;atl;a;nor;4.8;4800
16;2011;2791;Young, Darrel;RB;was;h;min;4.3;4700
16;2011;2487;Williams, Carnell;RB;stl;a;pit;4.2;4600
16;2011;2835;Allen, Armando;RB;chi;a;gnb;4;4500
16;2011;2310;Morris, Maurice;RB;det;h;sdg;3.7;5800
16;2011;2642;Forsett, Justin;RB;sea;h;sfo;3.5;4600
16;2011;2741;Ivory, Chris;RB;nor;h;atl;3.5;4900
16;2011;2456;Brown, Ronnie;RB;phi;a;dal;3.3;4500
16;2011;2454;Benson, Cedric;RB;cin;h;ari;3;6900
16;2011;2633;Ware, Danny;RB;nyg;a;nyj;3;4800
16;2011;2337;Taylor, Chester;RB;ari;a;cin;2.9;4500
16;2011;2818;Rodgers, Jacquizz;RB;atl;a;nor;2.8;4800
16;2011;2695;Scott, Bernard;RB;cin;h;ari;2.8;4900
16;2011;2616;Jones, Felix;RB;dal;h;phi;2.4;6600
16;2011;2617;Choice, Tashard;RB;buf;h;den;2.4;4600
16;2011;2786;Vaughan, Josh;RB;car;h;tam;2.4;4500
